,age,daily_active_minutes_instagram,self_reported_happiness
187277,47,5.0,5
68593,19,104.0,10
155417,48,5.0,7
113238,34,311.0,8
29526,64,148.0,3
136397,25,180.0,3
40096,64,5.0,7
87339,56,5.0,6
100234,41,97.0,1
13598,29,388.0,4
85804,64,129.0,5
44769,36,38.0,6
9851,18,132.0,3
187425,26,168.0,7
134225,56,144.0,9
77663,28,5.0,9
65230,20,306.0,3
139446,55,21.0,4
140568,64,137.0,7
51360,38,449.0,2
142553,46,231.0,6
84131,35,394.0,4
145688,20,167.0,1
161298,26,334.0,2
116852,13,407.0,3
6097,60,58.0,5
128997,65,312.0,4
100078,54,5.0,7
25728,17,277.0,1
171605,57,12.0,8
39124,44,205.0,2
55118,23,250.0,4
108171,42,147.0,5
162137,56,290.0,2
20353,22,183.0,5
163855,64,5.0,8
176557,23,247.0,4
106155,65,5.0,6
138930,64,175.0,1
1496,34,33.0,10
135453,54,27.0,10
113730,60,167.0,8
64945,24,298.0,5
67050,35,327.0,3
29108,30,189.0,9
145143,64,45.0,3
182781,31,364.0,3
129369,61,174.0,3
52038,20,282.0,1
129525,42,144.0,5
55777,35,107.0,8
9442,31,144.0,10
17834,43,5.0,4
16902,46,141.0,3
70492,22,72.0,7
21308,49,5.0,9
18504,65,206.0,1
81725,57,327.0,2
199297,44,195.0,7
177299,29,326.0,5
148029,23,400.0,2
103357,15,192.0,7
17854,53,221.0,3
152259,18,318.0,3
30717,51,364.0,1
110898,61,65.0,8
190114,55,133.0,4
74389,53,337.0,6
166763,49,274.0,7
179833,14,416.0,4
55148,36,325.0,7
184307,62,74.0,7
60381,39,5.0,10
99794,14,37.0,10
67319,54,5.0,8
71641,21,395.0,2
61537,34,30.0,8
69698,54,297.0,3
28234,28,143.0,8
134503,18,235.0,7
162557,23,223.0,7
35778,20,296.0,5
109497,21,114.0,5
133309,37,43.0,8
15917,61,55.0,3
23531,22,213.0,2
114800,37,78.0,5
197115,19,61.0,4
42811,43,364.0,2
88828,48,87.0,5
170276,49,96.0,2
120945,36,202.0,6
40446,63,200.0,6
181831,21,45.0,7
124775,27,96.0,6
139311,33,251.0,7
110252,57,270.0,7
51151,43,97.0,9
45631,50,281.0,1
177831,47,64.0,3
39464,37,270.0,5
84093,55,5.0,10
43080,26,70.0,8
40152,55,109.0,1
128582,34,67.0,7
183333,17,308.0,8
170718,49,5.0,6
147580,42,452.0,1
169646,51,43.0,4
189618,63,361.0,1
68853,18,251.0,1
89192,19,168.0,3
169123,32,334.0,2
155725,41,126.0,9
6690,28,84.0,9
124905,27,119.0,9
371,59,214.0,3
143022,59,85.0,3
58527,59,105.0,5
15768,59,164.0,10
199427,27,309.0,3
151779,29,319.0,2
48118,39,124.0,2
157378,27,102.0,6
83751,27,173.0,3
81081,17,160.0,7
91700,58,5.0,8
199912,51,185.0,8
133550,40,258.0,10
15675,56,231.0,3
9032,46,172.0,10
52624,35,217.0,6
9632,24,178.0,1
15214,40,222.0,7
99103,63,5.0,2
5191,55,142.0,1
173491,20,134.0,7
22806,26,344.0,2
356,34,330.0,8
119988,36,345.0,8
31957,49,91.0,4
100305,41,47.0,6
115300,49,92.0,10
130400,15,164.0,6
74096,49,198.0,10
50515,35,134.0,9
144345,57,269.0,6
111201,64,296.0,3
64560,24,60.0,5
173071,32,5.0,9
82996,39,99.0,5
102943,31,65.0,9
74643,23,317.0,7
215,27,249.0,8
181272,62,21.0,7
169896,58,171.0,7
21828,28,257.0,6
23524,49,96.0,4
153857,36,190.0,1
175420,42,205.0,9
83454,35,43.0,5
190238,49,144.0,4
77758,47,243.0,8
69242,22,281.0,6
108893,14,237.0,7
140678,43,393.0,4
131015,39,193.0,5
1226,45,218.0,10
7573,31,95.0,2
148135,62,5.0,8
52840,20,114.0,7
5046,31,287.0,3
101336,23,134.0,4
71179,43,381.0,5
199551,32,175.0,1
183774,29,329.0,2
132246,54,309.0,4
3575,52,148.0,9
94796,42,195.0,1
30381,26,187.0,5
45145,38,148.0,6
54388,50,323.0,4
48899,59,83.0,10
165930,45,246.0,9
159110,52,124.0,9
115593,19,31.0,9
143373,28,186.0,3
157537,13,107.0,7
12217,16,264.0,7
150301,15,282.0,8
105578,28,235.0,7
168221,18,136.0,4
190025,50,228.0,5
57928,58,309.0,6
72268,51,78.0,4
104349,55,397.0,2
56738,42,137.0,10
87392,62,130.0,6
88790,49,33.0,1
15722,13,368.0,7
86107,47,175.0,7
23903,19,367.0,3
154877,13,187.0,8
115514,31,106.0,9
168551,39,250.0,3
16653,45,265.0,3
110894,60,170.0,9
188141,65,74.0,4
95550,19,183.0,3
163360,29,289.0,6
804,65,225.0,1
35640,49,277.0,10
92943,13,263.0,3
129182,25,440.0,6
18510,60,5.0,8
198801,50,191.0,9
132600,28,204.0,7
195501,44,135.0,8
161938,37,279.0,5
186936,23,60.0,5
29336,32,312.0,7
67323,18,310.0,1
6823,57,372.0,1
47518,13,219.0,3
44820,15,279.0,6
68668,58,22.0,3
183818,36,243.0,5
23478,29,113.0,3
98253,28,154.0,9
188737,30,172.0,10
121960,53,152.0,9
129064,47,111.0,10
8970,39,33.0,9
190018,17,135.0,1
64621,14,269.0,5
66018,65,212.0,4
92949,31,402.0,3
10323,22,245.0,2
148307,35,173.0,8
131828,37,154.0,9
104066,24,336.0,5
186787,41,211.0,8
61450,34,316.0,10
65615,50,100.0,5
133759,61,64.0,8
121167,19,189.0,10
53102,42,21.0,5
32899,41,300.0,9
139237,44,208.0,5
123551,63,252.0,9
141784,34,295.0,8
68188,34,5.0,6
149617,59,245.0,2
84199,16,205.0,4
112549,25,245.0,7
198783,59,5.0,3
183688,42,158.0,3
98100,45,63.0,7
82391,15,272.0,2
38710,52,22.0,5
96209,45,63.0,6
147659,51,204.0,9
132747,22,346.0,2
165893,30,301.0,5
35628,54,312.0,1
75965,58,175.0,2
1385,42,321.0,8
33433,40,76.0,8
168086,31,388.0,2
333,58,91.0,2
49971,36,136.0,5
63574,25,145.0,3
30969,19,253.0,9
24509,61,88.0,7
180519,25,301.0,6
119981,33,90.0,7
191669,17,318.0,4
87025,56,236.0,2
163648,40,267.0,9
113939,37,77.0,5
24419,58,55.0,2
65451,23,166.0,4
91897,31,73.0,9
157783,53,251.0,5
30997,21,367.0,5
140508,64,160.0,3
19826,38,126.0,4
4360,40,279.0,5
185842,56,256.0,9
130333,60,105.0,9
176564,28,103.0,2
193961,21,260.0,8
117138,47,124.0,4
119389,37,5.0,10
88895,41,315.0,4
160489,30,156.0,1
63961,38,152.0,9
138049,32,411.0,1
92418,34,46.0,6
170964,35,83.0,2
32553,60,373.0,3
74938,33,11.0,9
79027,31,340.0,4
174882,54,167.0,1
73053,38,196.0,8
51468,62,5.0,7
61576,18,354.0,1
11430,60,238.0,7
20864,42,232.0,7
161754,65,74.0,5
147834,42,219.0,3
55042,30,176.0,6
13246,45,313.0,5
95235,27,292.0,2
197823,41,5.0,10
154698,15,57.0,9
95523,39,60.0,7
59845,18,105.0,6
85832,28,170.0,9
164295,19,306.0,6
138660,42,80.0,7
92654,57,75.0,2
104538,45,7.0,10
11783,64,49.0,6
50955,23,353.0,6
145790,52,198.0,8
65107,37,357.0,3
56471,30,35.0,10
180684,37,347.0,2
103093,41,320.0,5
168422,52,151.0,4
102846,22,279.0,1
195405,24,123.0,1
199897,64,24.0,5
87342,62,62.0,8
144818,46,300.0,1
168058,55,5.0,8
179234,45,222.0,5
39336,42,329.0,1
130878,28,245.0,8
130277,25,5.0,9
55051,64,295.0,2
97362,39,285.0,1
64866,21,292.0,4
154576,14,311.0,8
177384,49,253.0,3
125132,20,79.0,8
93600,13,74.0,10
89410,27,272.0,5
6920,58,90.0,7
97789,28,163.0,9
175220,56,100.0,7
183961,21,290.0,2
190781,21,242.0,2
155640,28,83.0,9
145111,28,204.0,1
175974,15,281.0,9
126491,24,137.0,10
199595,43,182.0,4
141660,42,234.0,10
102403,13,245.0,4
122572,63,116.0,9
189292,58,262.0,1
112836,25,340.0,3
16797,65,73.0,9
31544,40,151.0,9
156515,51,112.0,10
13088,31,250.0,4
19586,14,347.0,3
26288,21,284.0,3
176768,50,5.0,3
23344,48,212.0,8
122986,55,186.0,5
158758,16,176.0,3
138129,40,298.0,3
112574,40,102.0,2
47140,42,161.0,3
25004,43,161.0,10
146141,30,150.0,1
21924,38,191.0,8
79225,35,314.0,7
103921,17,227.0,5
123926,21,306.0,5
68712,16,284.0,1
34452,14,340.0,8
67518,22,67.0,10
61409,28,163.0,10
122390,46,107.0,6
183058,60,71.0,6
194,40,310.0,7
65056,17,157.0,9
193208,16,211.0,2
95078,62,313.0,3
74298,32,372.0,1
98180,18,333.0,3
52050,33,176.0,2
143364,25,88.0,2
49153,21,50.0,10
51737,47,137.0,6
118297,30,147.0,3
111138,48,124.0,6
137707,63,332.0,4
156046,17,314.0,4
60580,36,254.0,5
91701,27,137.0,2
149185,59,259.0,1
39544,59,307.0,7
67798,60,25.0,1
67932,21,297.0,9
173909,51,5.0,9
20275,38,136.0,10
158289,22,286.0,4
168802,15,146.0,8
41146,14,18.0,7
61251,39,5.0,9
189072,63,166.0,1
145622,17,363.0,4
83859,59,132.0,10
111383,40,53.0,3
103565,56,74.0,7
92687,16,229.0,1
6193,35,49.0,9
11897,21,240.0,6
140534,38,265.0,5
197805,63,339.0,4
118694,15,140.0,1
75124,29,161.0,10
12126,28,335.0,7
136647,13,5.0,9
156994,54,135.0,6
48296,41,262.0,8
89279,60,83.0,9
67409,25,5.0,10
102513,30,280.0,3
71480,21,275.0,6
88021,15,113.0,1
88824,21,33.0,10
135000,28,47.0,9
93540,15,183.0,2
151170,15,33.0,10
103927,54,10.0,4
95683,24,303.0,10
134152,57,27.0,8
164814,33,252.0,4
104773,59,134.0,8
101902,48,48.0,6
195591,62,50.0,10
181971,26,106.0,4
164196,30,91.0,3
33490,21,119.0,2
21095,41,316.0,4
41350,50,154.0,2
41151,51,345.0,3
99695,49,266.0,1
21351,58,215.0,2
98580,19,187.0,1
21235,42,350.0,3
34708,16,308.0,4
193590,46,105.0,6
106912,51,247.0,2
165307,51,103.0,9
111724,21,57.0,8
150564,49,288.0,6
107609,43,100.0,6
97248,17,238.0,9
59946,49,182.0,5
187178,27,435.0,3
138769,44,143.0,4
24605,64,168.0,10
70352,48,184.0,5
156369,21,71.0,10
5455,40,346.0,1
183784,17,134.0,5
196325,39,308.0,9
49204,64,196.0,9
180836,18,300.0,1
185562,48,20.0,5
71865,27,122.0,6
72977,17,366.0,4
155471,30,22.0,4
4028,44,11.0,7
102170,53,377.0,1
51479,46,358.0,5
129524,23,237.0,5
90574,33,325.0,5
101352,37,86.0,8
58324,24,266.0,6
85780,19,352.0,8
165184,46,256.0,9
90629,15,242.0,4
36023,24,251.0,6
12323,46,302.0,3
35958,56,69.0,9
175484,59,158.0,2
196120,14,98.0,9
136045,43,396.0,1
17026,64,62.0,9
114494,38,287.0,10
92494,53,247.0,8
20579,44,84.0,3
34238,65,131.0,8
131711,19,181.0,2
95242,35,287.0,3
16376,41,159.0,6
89551,33,103.0,3
56817,37,307.0,6
35876,25,131.0,1
66174,24,325.0,6
196287,29,419.0,1
58916,13,47.0,6
33456,31,30.0,9
164885,45,198.0,9
59163,30,217.0,10
3251,18,62.0,7
198222,62,34.0,5
95472,21,119.0,5
147004,25,253.0,8
149930,17,286.0,1
185648,38,176.0,3
122998,34,277.0,8
70324,55,73.0,2
95305,60,70.0,4
12370,13,127.0,7
117331,43,254.0,10
126400,53,5.0,10
195320,22,270.0,8
81210,27,296.0,10
67732,39,7.0,4
156494,55,258.0,3
169344,17,249.0,8
111808,17,204.0,5
46709,60,348.0,1
198181,24,423.0,2
144280,25,244.0,9
7614,34,296.0,1
77926,50,365.0,3
85124,42,15.0,4
85996,18,329.0,7
172683,65,200.0,4
32352,20,121.0,10
178963,64,270.0,4
46021,30,245.0,7
171290,41,35.0,10
120996,56,78.0,9
23811,28,174.0,5
195712,57,21.0,7
155902,30,158.0,2
122126,40,239.0,3
160424,26,114.0,1
23233,62,5.0,10
21831,20,320.0,10
137680,52,183.0,3
27434,55,322.0,3
125336,54,149.0,10
105244,40,237.0,4
160917,53,247.0,1
175036,26,260.0,3
54437,45,111.0,6
95674,42,97.0,9
133559,60,226.0,10
22537,18,201.0,10
59493,40,154.0,6
76116,51,43.0,5
158959,64,120.0,9
148222,32,182.0,9
11581,42,47.0,7
59388,15,281.0,2
108508,21,323.0,2
36171,20,342.0,6
106470,48,274.0,1
24358,17,212.0,9
16455,58,266.0,5
27150,44,322.0,5
193567,60,117.0,10
125498,16,254.0,7
143424,44,96.0,5
86429,23,44.0,5
105416,34,370.0,7
186739,20,187.0,9
117064,13,271.0,9
126354,26,5.0,10
177121,42,267.0,2
31597,55,167.0,10
89159,59,244.0,2
105232,56,257.0,6
7736,32,5.0,10
33610,59,342.0,1
79284,13,278.0,6
95215,41,203.0,8
30853,15,378.0,7
23834,25,134.0,3
104170,52,380.0,7
7832,36,157.0,2
94030,22,304.0,1
178879,65,76.0,5
29385,51,233.0,3
93705,29,91.0,8
50038,41,251.0,5
199692,43,175.0,6
92447,34,34.0,3
168765,14,267.0,4
179414,28,36.0,6
133732,54,160.0,1
354,63,168.0,6
118581,58,223.0,6
76633,24,38.0,9
88188,57,317.0,6
86640,31,17.0,9
130310,48,343.0,4
74071,48,61.0,6
106307,64,241.0,3
95115,38,83.0,8
139672,53,184.0,5
156185,55,74.0,8
73843,59,118.0,10
51830,38,63.0,7
116294,43,118.0,10
155787,59,245.0,6
198022,36,164.0,7
35160,63,135.0,7
66612,19,111.0,2
82153,24,124.0,9
137586,53,154.0,8
150297,31,130.0,9
49519,13,206.0,10
87435,19,170.0,1
128542,29,86.0,5
41048,22,103.0,6
102930,44,101.0,2
87776,60,5.0,10
123514,41,222.0,9
95278,47,331.0,3
50345,33,119.0,1
165906,62,85.0,4
199415,28,21.0,10
171467,22,18.0,9
118063,59,53.0,3
171912,44,260.0,7
154327,59,249.0,4
20252,35,167.0,2
55510,43,186.0,5
169696,28,316.0,6
31976,33,74.0,9
18575,37,126.0,8
53156,48,339.0,1
79577,39,301.0,4
341,16,87.0,10
30064,21,96.0,5
83216,45,344.0,3
136931,37,202.0,4
143047,48,317.0,1
102384,22,270.0,2
182566,54,249.0,4
52949,58,282.0,8
150962,44,87.0,3
87743,17,207.0,3
70316,41,211.0,9
91837,33,302.0,3
114171,60,110.0,5
12468,39,5.0,8
173470,29,154.0,10
74963,47,45.0,8
15852,57,124.0,7
62861,36,102.0,8
67589,54,187.0,2
130141,13,5.0,8
121490,24,312.0,2
85716,63,233.0,2
151072,56,240.0,10
114541,23,243.0,5
166773,44,21.0,7
110723,43,9.0,6
90031,42,51.0,9
147786,41,170.0,2
154824,24,248.0,6
133839,53,179.0,7
159404,27,315.0,3
13130,55,323.0,8
29167,22,202.0,2
72081,35,98.0,5
67566,34,60.0,9
52199,13,122.0,9
66997,31,102.0,4
79268,45,313.0,8
103239,28,34.0,8
149061,49,277.0,7
38285,31,182.0,6
171028,34,19.0,6
152827,61,68.0,7
5006,22,234.0,1
132664,64,302.0,3
34378,60,123.0,8
30546,60,59.0,5
177353,34,250.0,7
12819,58,311.0,4
31272,35,336.0,1
39108,34,124.0,8
195459,19,194.0,7
87038,21,345.0,7
195243,57,22.0,5
36523,52,293.0,2
48604,43,26.0,5
150950,34,354.0,5
104252,64,280.0,6
85789,44,196.0,2
91217,33,120.0,10
69536,60,367.0,3
1317,58,66.0,3
193006,34,104.0,9
27855,42,244.0,6
62168,44,120.0,3
199109,24,259.0,6
115799,14,196.0,7
13591,41,53.0,3
43926,31,317.0,9
72075,26,316.0,1
119243,23,308.0,9
144693,28,94.0,9
34229,20,331.0,10
102488,65,51.0,7
36940,65,5.0,10
8532,52,5.0,10
148561,65,83.0,10
103552,27,45.0,6
130251,54,240.0,2
139671,52,292.0,10
28734,18,226.0,10
113674,45,191.0,4
78847,65,5.0,10
88150,42,328.0,5
165647,55,240.0,8
150330,32,89.0,3
6142,59,241.0,3
165827,47,177.0,4
11774,43,266.0,4
23060,20,258.0,8
176188,30,239.0,7
44896,20,114.0,1
91403,20,360.0,5
26838,38,238.0,7
93192,17,129.0,3
51436,35,207.0,7
14078,64,239.0,9
169543,39,283.0,7
21352,31,231.0,7
87542,48,254.0,10
41335,58,133.0,10
133567,50,5.0,9
38826,52,97.0,9
161099,59,148.0,10
143180,57,239.0,6
98143,50,24.0,8
141003,46,95.0,3
31144,21,247.0,3
176585,54,276.0,2
169261,23,15.0,6
54550,52,132.0,8
162278,36,5.0,9
161299,61,96.0,9
80631,59,340.0,3
143761,54,5.0,8
103988,64,333.0,2
156147,32,279.0,4
116412,31,273.0,6
64469,40,202.0,3
45664,63,321.0,3
165579,60,125.0,5
154252,65,220.0,10
123294,57,241.0,3
102947,33,284.0,1
16364,27,5.0,7
84936,29,292.0,6
1200,35,208.0,9
135942,52,74.0,7
51178,59,109.0,5
142435,37,137.0,9
25027,44,410.0,2
112889,18,59.0,8
128496,36,438.0,2
196366,53,181.0,10
10115,22,241.0,9
127844,59,5.0,7
134559,54,200.0,1
78245,44,363.0,1
5382,44,145.0,5
1183,26,428.0,1
184314,46,51.0,1
183394,29,345.0,1
16404,64,5.0,6
64412,52,235.0,4
53941,54,156.0,10
116285,55,282.0,2
121546,15,173.0,10
116314,14,287.0,4
157146,60,73.0,5
71464,19,143.0,4
119143,20,107.0,1
46452,44,186.0,9
109307,16,192.0,5
174347,27,387.0,2
179677,55,198.0,1
193674,27,318.0,7
19609,35,245.0,10
42242,32,301.0,7
183779,61,127.0,1
72248,63,75.0,3
73388,38,75.0,1
193851,35,104.0,6
117733,46,279.0,3
171581,17,322.0,6
139095,55,5.0,9
46235,30,22.0,10
35940,49,68.0,3
1552,24,206.0,10
30713,32,257.0,9
48697,32,23.0,8
43043,42,107.0,5
167193,16,99.0,1
115127,15,270.0,5
164999,64,206.0,9
135028,21,173.0,9
51621,27,322.0,1
199702,54,162.0,7
179976,17,167.0,7
45462,17,336.0,5
150437,52,298.0,6
104605,50,308.0,2
183900,20,419.0,3
32525,35,225.0,5
169151,21,78.0,4
194934,16,177.0,2
164923,37,270.0,8
104595,25,12.0,10
198169,56,339.0,2
59155,50,49.0,5
183415,55,5.0,5
112100,32,530.0,3
142568,51,211.0,3
186983,64,217.0,3
36537,58,265.0,2
24211,43,289.0,4
146004,50,258.0,5
45826,36,179.0,4
197718,58,50.0,8
63265,35,150.0,3
195790,62,83.0,1
104733,63,115.0,4
166919,62,11.0,7
143430,43,33.0,5
137238,22,222.0,1
37235,15,269.0,6
33177,26,201.0,3
191550,32,5.0,9
99816,33,158.0,3
141644,52,153.0,10
25267,23,223.0,3
6410,31,317.0,6
87303,64,216.0,8
125161,25,246.0,6
130303,35,147.0,10
125483,35,128.0,2
151548,31,80.0,4
101404,38,5.0,9
167372,65,124.0,8
39869,52,284.0,6
58271,17,145.0,7
195888,58,228.0,7
166586,53,300.0,4
35770,40,96.0,10
142980,37,265.0,2
178975,56,123.0,7
109257,58,189.0,9
92255,54,156.0,7
145761,20,119.0,8
151784,23,158.0,8
24131,36,79.0,2
65462,13,315.0,7
160784,24,72.0,2
126685,22,148.0,8
150450,33,408.0,6
190722,13,253.0,8
127012,44,262.0,8
178465,36,165.0,5
81126,19,133.0,7
94838,48,252.0,1
90852,21,306.0,8
158090,53,269.0,7
85624,28,114.0,10
23115,37,200.0,3
126466,56,363.0,1
134580,64,107.0,7
28713,49,274.0,6
55530,59,60.0,10
109178,56,109.0,3
148292,44,163.0,6
30079,33,164.0,4
56801,20,250.0,8
143671,51,260.0,5
11759,64,5.0,10
48399,16,221.0,7
10868,55,210.0,7
37487,15,282.0,3
117902,22,86.0,7
199531,29,330.0,7
44878,53,88.0,9
121371,45,338.0,5
85064,51,265.0,4
25426,22,126.0,2
110137,32,183.0,10
193359,45,88.0,10
160502,15,316.0,6
1896,44,334.0,2
42308,33,248.0,4
70265,51,128.0,2
28114,24,207.0,4
12423,16,326.0,7
128404,17,415.0,4
51504,27,5.0,7
59465,37,280.0,5
103132,28,107.0,10
108420,65,121.0,5
149166,48,64.0,10
109411,45,301.0,5
65530,61,85.0,4
105356,16,321.0,7
21220,60,306.0,4
199483,23,341.0,5
182942,57,45.0,10
53343,13,63.0,7
13488,22,345.0,7
25215,41,285.0,1
141927,23,275.0,6
140228,29,136.0,8
86111,26,196.0,4
191017,48,113.0,6
112249,25,375.0,6
178224,54,5.0,7
69525,18,254.0,6
5560,49,66.0,10
38145,42,231.0,4
23722,47,177.0,7
45531,34,231.0,5
192536,41,134.0,2
78321,31,249.0,9
74783,30,262.0,1
91053,19,126.0,3
92820,19,236.0,10
3796,53,305.0,6
108172,63,164.0,7
114677,52,373.0,2
51150,59,123.0,8
167102,40,66.0,8
32658,65,263.0,1
121499,39,170.0,6
154654,31,5.0,9
33063,40,267.0,2
143516,36,78.0,2
13710,59,101.0,6
185847,37,135.0,2
166107,19,86.0,10
449,27,163.0,8
26942,18,39.0,7
11170,17,218.0,5
47085,62,180.0,3
41540,40,33.0,9
119943,20,49.0,6
30494,59,167.0,2
115989,41,91.0,4
186783,50,171.0,3
14085,65,93.0,4
70874,54,138.0,10
12589,34,261.0,2
91581,32,56.0,4
137937,30,171.0,4
32746,54,108.0,6
47829,53,137.0,8
141087,18,152.0,5
42828,50,220.0,9
9335,27,118.0,10
155416,61,32.0,1
144581,16,154.0,7
50977,58,51.0,8
12597,65,179.0,5
181557,65,119.0,5
199913,64,185.0,7
124740,38,108.0,3
49608,21,17.0,7
119682,52,135.0,2
183464,30,417.0,2
162454,44,206.0,8
151511,14,144.0,4
117467,21,276.0,2
113492,64,166.0,9
3633,34,79.0,4
79107,65,5.0,10
174051,60,299.0,2
127718,59,276.0,6
40420,59,279.0,6
7320,60,360.0,4
193095,47,260.0,7
90171,45,218.0,1
28820,54,332.0,3
146082,35,258.0,8
18890,15,208.0,3
180748,51,111.0,7
47373,44,206.0,10
186201,46,266.0,3
89865,26,221.0,2
117732,24,357.0,1
107255,29,230.0,10
142364,59,5.0,10
104759,15,232.0,3
55677,17,281.0,4
146359,29,460.0,3
85029,47,137.0,8
158617,41,190.0,6
68669,44,338.0,4
15791,52,277.0,9
124270,62,60.0,6
174692,44,21.0,7
108789,32,239.0,2
52469,51,5.0,10
197246,26,162.0,3
146720,16,430.0,2
126689,63,5.0,10
185933,44,202.0,1
111260,20,222.0,7
5417,20,258.0,8
98604,17,352.0,4
156783,23,172.0,6
422,29,235.0,1
190555,13,112.0,6
142323,55,337.0,2
76085,33,307.0,10
19260,53,78.0,7
171675,53,5.0,6
59177,49,315.0,1
42988,42,287.0,2
143733,35,88.0,2
19835,43,5.0,7
102160,57,303.0,3
98743,32,189.0,4
196655,65,73.0,1
107373,60,301.0,8
133554,37,186.0,8
85984,27,308.0,7
5869,33,237.0,10
74862,34,242.0,5
185853,49,246.0,3
20305,47,291.0,10
61132,37,258.0,1
95645,43,175.0,2
34126,62,183.0,1
136652,30,332.0,4
153499,27,37.0,7
73337,59,5.0,10
6015,28,155.0,2
189273,21,329.0,2
179160,62,8.0,8
157666,51,63.0,4
59059,56,5.0,9
19668,42,184.0,4
66911,31,253.0,6
111970,23,321.0,6
188196,23,100.0,3
124942,46,41.0,5
138036,52,279.0,4
66115,45,167.0,8
153521,31,134.0,1
21229,18,271.0,5
68086,32,395.0,3
48228,24,347.0,2
114013,35,144.0,9
67061,23,123.0,9
81419,57,5.0,9
121812,30,109.0,2
21596,15,74.0,3
171035,57,5.0,8
103967,42,160.0,5
156432,17,5.0,9
9331,29,193.0,10
107983,58,148.0,6
19898,26,20.0,9
175272,29,85.0,6
4075,33,159.0,3
135338,47,152.0,1
113862,31,217.0,4
168148,51,285.0,8
24052,44,174.0,7
60883,39,338.0,6
17967,36,157.0,7
64814,55,18.0,5
78233,45,250.0,8
83432,21,98.0,6
103353,34,141.0,6
142059,20,322.0,9
93176,23,184.0,9
69674,59,70.0,8
73480,21,81.0,7
147365,51,312.0,1
106647,18,195.0,3
13515,19,429.0,1
121854,42,187.0,3
125308,53,226.0,4
78417,44,72.0,10
183398,50,149.0,7
189509,55,55.0,2
161588,52,292.0,2
126191,37,96.0,5
37598,16,145.0,3
99075,60,98.0,6
104419,48,390.0,2
66428,53,118.0,2
74094,34,170.0,7
176598,13,265.0,7
91794,35,5.0,7
142906,24,180.0,6
48235,61,322.0,1
69913,30,148.0,5
132921,22,167.0,6
194530,52,99.0,1
128711,28,132.0,10
54366,53,235.0,2
39485,61,5.0,8
29464,59,113.0,10
127261,58,102.0,8
119765,51,115.0,10
143186,13,51.0,8
123885,37,59.0,2
100068,40,291.0,10
104165,21,37.0,6
159356,52,191.0,9
14916,51,65.0,4
186178,13,198.0,5
32649,46,108.0,10
122074,31,277.0,6
183405,13,286.0,8
125506,34,247.0,3
80556,56,169.0,1
183801,63,90.0,2
61953,55,287.0,9
190039,40,134.0,2
40162,22,328.0,8
198884,48,136.0,10
26418,56,111.0,1
198891,55,5.0,7
48502,59,136.0,3
146065,57,351.0,1
98711,32,86.0,7
188407,19,141.0,7
21168,61,199.0,5
4492,16,141.0,6
84353,29,378.0,4
34020,39,371.0,4
66838,34,5.0,10
39643,16,236.0,8
3217,30,100.0,10
65149,20,184.0,3
182609,25,233.0,8
10223,46,204.0,3
158135,34,153.0,2
181589,22,406.0,2
146195,18,145.0,1
183834,16,249.0,6
125384,23,234.0,2
39120,65,91.0,10
11785,49,35.0,9
30376,49,271.0,8
74767,36,81.0,6
78226,31,96.0,7
59664,46,203.0,4
71892,61,371.0,1
41771,30,205.0,7
25761,39,10.0,4
5077,34,210.0,5
166251,24,377.0,2
173105,57,149.0,2
137052,53,64.0,10
9159,22,146.0,7
54851,46,5.0,8
86226,24,240.0,3
158669,46,289.0,1
190358,13,334.0,1
123410,61,42.0,6
109513,40,244.0,4
92676,15,183.0,10
159004,23,311.0,5
129809,25,25.0,7
192461,55,58.0,5
108956,20,182.0,9
46657,26,5.0,10
128061,50,199.0,8
44267,38,34.0,9
166923,47,210.0,7
173347,28,167.0,8
105257,38,146.0,9
46363,14,298.0,10
37325,51,27.0,5
79520,49,61.0,9
146587,36,184.0,9
108324,49,5.0,5
135337,29,178.0,3
68606,64,82.0,1
196575,41,113.0,9
163579,52,5.0,7
119316,36,137.0,9
158297,25,23.0,4
70355,40,202.0,4
124068,15,311.0,8
193463,21,289.0,7
34265,23,179.0,6
5341,54,149.0,6
129382,15,216.0,10
37993,50,318.0,7
121762,51,179.0,10
99080,57,115.0,4
30086,49,166.0,8
184212,40,307.0,1
166281,56,293.0,6
3073,44,5.0,10
172141,65,211.0,2
102527,17,259.0,6
136494,14,125.0,5
136149,19,94.0,2
63594,52,199.0,6
195153,36,351.0,4
62159,46,72.0,2
127756,54,219.0,9
183530,58,187.0,6
87494,13,339.0,1
149839,26,252.0,8
59522,17,220.0,9
150110,15,67.0,2
47042,38,323.0,4
22150,13,196.0,1
107885,30,76.0,8
64333,15,185.0,2
139453,48,305.0,1
177744,25,167.0,10
31508,56,145.0,9
29815,41,314.0,6
183037,31,219.0,6
154833,45,282.0,4
79146,36,5.0,7
42077,40,235.0,7
50292,53,56.0,7
160707,64,59.0,3
51877,32,358.0,3
174744,25,188.0,10
103787,34,326.0,1
175367,34,238.0,2
184884,27,113.0,5
52644,46,335.0,2
6633,33,213.0,7
118903,59,5.0,7
32284,41,247.0,6
196538,60,195.0,10
118528,27,206.0,1
15490,24,285.0,10
90682,43,353.0,3
139420,19,28.0,10
35802,61,321.0,2
19731,52,102.0,8
17115,47,209.0,8
118690,20,113.0,4
74684,37,320.0,8
55184,62,173.0,5
67461,53,154.0,6
24386,56,96.0,7
31273,58,182.0,4
65257,63,197.0,2
